IATA,ICAO,Airport name,Country,City,Information
DGH,VEDO,Deoghar,India,Deoghar,https://www.worlddata.info/asia/india/airports.php
DGL,KDGL,Douglas Mun,United States of America,Douglas,https://www.worlddata.info/america/usa/airports.php
DGN,KNDY,Dahlgren Naval Surface Warfare Center,United States of America,Dahlgren,https://www.worlddata.info/america/usa/airports.php
DGO,MMDO,General Guadalupe Victoria Intl,Mexico,Durango,https://www.worlddata.info/america/mexico/airports.php
DGP,EVDA,Daugavpils Intl,Latvia,Daugavpils,https://www.worlddata.info/europe/latvia/airports.php
DGR,NZDA,Dargaville Aerodrome,New Zealand,Dargaville,https://www.worlddata.info/oceania/new-zealand/airports.php
DGT,RPVD,Sibulan,Philippines,Dumaguete City,https://www.worlddata.info/asia/philippines/airports.php
DGU,DFOD,Dedougou,Burkina Faso,Dedougou,https://www.worlddata.info/africa/burkina-faso/airports.php
DGW,KDGW,Converse County,United States of America,Douglas,https://www.worlddata.info/america/usa/airports.php
DHD,YDRH,Durham Downs,Australia,,https://www.worlddata.info/oceania/australia/airports.php
DHG,,Dalnegorsk,Russia,Dalnegorsk,https://www.worlddata.info/europe/russia/airports.php
DHH,ZWLK,Barkol Dahe,China,Barkol,https://www.worlddata.info/asia/china/airports.php
DHI,VNDH,Dhangarhi,Nepal,Dhangarhi,https://www.worlddata.info/asia/nepal/airports.php
DHM,VIGG,Kangra,India,Kangra,https://www.worlddata.info/asia/india/airports.php
DHN,KDHN,Dothan Regional,United States of America,Dothan,https://www.worlddata.info/america/usa/airports.php
DHR,EHKD,De Kooy Airfield / Den Helder Naval Air Station,Netherlands,Den Helder,https://www.worlddata.info/europe/netherlands/airports.php
DHT,KDHT,Dalhart Mun,United States of America,Dalhart,https://www.worlddata.info/america/usa/airports.php
DHX,,Dhoho Intl,Indonesia,Kediri,https://www.worlddata.info/asia/indonesia/airports.php
DIA,OTBD,Doha Intl,Qatar,Doha,https://www.worlddata.info/asia/qatar/airports.php
DIB,VEMN,Dibrugarh,India,Dibrugarh,https://www.worlddata.info/asia/india/airports.php
DIE,FMNA,Arrachart,Madagascar,Antisiranana,https://www.worlddata.info/africa/madagascar/airports.php
DIG,ZPDQ,Diqing Shangri-La,China,Diqing (Shangri-La),https://www.worlddata.info/asia/china/airports.php
DIJ,LFSD,Dijon Longvic,France,Dijon,https://www.worlddata.info/europe/france/airports.php
DIK,KDIK,Dickinson Theodore Roosevelt Regional,United States of America,Dickinson,https://www.worlddata.info/america/usa/airports.php
DIL,WPDL,Presidente Nicolau Lobato Intl,East Timor,Dili,https://www.worlddata.info/asia/east-timor/airports.php
DIM,DIDK,Dimbokro,Ivory Coast,Dimbokro,https://www.worlddata.info/africa/ivory-coast/airports.php
DIN,VVDB,Dien Bien Phu,Vietnam,Dien Bien Phu,https://www.worlddata.info/asia/vietnam/airports.php
DIP,DFED,Diapaga,Burkina Faso,Diapaga,https://www.worlddata.info/africa/burkina-faso/airports.php
DIQ,SNDV,Brigadeiro Cabral,Brazil,Divinópolis,https://www.worlddata.info/america/brazil/airports.php
DIR,HADR,Aba Tenna Dejazmach Yilma Intl,Ethiopia,Dire Dawa,https://www.worlddata.info/africa/ethiopia/airports.php
DIS,FCPL,Ngot Nzoungou,Republic of the Congo,Dolisie,https://www.worlddata.info/africa/congo-brazzaville/airports.php
DIU,,Diu,India,Diu,https://www.worlddata.info/asia/india/airports.php
DIY,LTCC,Diyarbakır,Turkey,Diyarbakır,https://www.worlddata.info/asia/turkey/airports.php
DJA,DBBD,Djougou,Benin,Djougou,https://www.worlddata.info/africa/benin/airports.php
DJB,WIPA,Sultan Thaha,Indonesia,Jambi,https://www.worlddata.info/asia/indonesia/airports.php
DJE,DTTJ,Djerba Zarzis Intl,Tunisia,Mellita,https://www.worlddata.info/africa/tunisia/airports.php
DJG,DAAJ,Tiska Djanet,Algeria,Djanet,https://www.worlddata.info/africa/algeria/airports.php
DJJ,WAJJ,Dortheys Hiyo Eluay Intl,Indonesia,Sentani,https://www.worlddata.info/asia/indonesia/airports.php
DJM,FCBD,Djambala,Republic of the Congo,Djambala,https://www.worlddata.info/africa/congo-brazzaville/airports.php
DJN,,Delta Junction,United States of America,Delta Junction,https://www.worlddata.info/america/usa/airports.php
DJO,DIDL,Daloa,Ivory Coast,,https://www.worlddata.info/africa/ivory-coast/airports.php
DJR,YDAJ,Dajarra,Australia,,https://www.worlddata.info/oceania/australia/airports.php
DJU,BIDV,Djúpivogur,Iceland,Djúpivogur,https://www.worlddata.info/europe/iceland/airports.php
DKA,,Umaru Musa Yar'adua,Nigeria,Katsina,https://www.worlddata.info/africa/nigeria/airports.php
DKI,YDKI,Dunk Island,Australia,Dunk Island,https://www.worlddata.info/oceania/australia/airports.php
DKK,KDKK,Chautauqua County-Dunkirk,United States of America,Dunkirk,https://www.worlddata.info/america/usa/airports.php
DKR,GOOY,Léopold Sédar Senghor Intl,Senegal,Dakar,https://www.worlddata.info/africa/senegal/airports.php
DKS,UODD,Dikson,Russia,Dikson,https://www.worlddata.info/europe/russia/airports.php
DKV,YDVR,Docker River,Australia,Kaltukatjara,https://www.worlddata.info/oceania/australia/airports.php
DLA,FKKD,Douala Intl,Cameroon,Douala,https://www.worlddata.info/africa/cameroon/airports.php
DLC,ZYTL,Dalian Zhoushuizi Intl,China,Dalian (Ganjingzi),https://www.worlddata.info/asia/china/airports.php
DLE,LFGJ,Dole Tavaux,France,Dole,https://www.worlddata.info/europe/france/airports.php
DLF,KDLF,Laughlin Air Force Base,United States of America,Del Rio,https://www.worlddata.info/america/usa/airports.php
DLG,PADL,Dillingham,United States of America,Dillingham,https://www.worlddata.info/america/usa/airports.php
DLH,KDLH,Duluth Intl,United States of America,Duluth,https://www.worlddata.info/america/usa/airports.php
DLI,VVDL,Lien Khuong,Vietnam,Da Lat,https://www.worlddata.info/asia/vietnam/airports.php
DLK,YDLK,Dulkaninna,Australia,Dulkaninna,https://www.worlddata.info/oceania/australia/airports.php
DLL,KDLC,Dillon County,United States of America,Dillon,https://www.worlddata.info/america/usa/airports.php
DLM,LTBS,Dalaman Intl,Turkey,Dalaman,https://www.worlddata.info/asia/turkey/airports.php
DLN,KDLN,Dillon,United States of America,Dillon,https://www.worlddata.info/america/usa/airports.php
DLR,,Dalnerechensk,Russia,Dalnerechensk,https://www.worlddata.info/europe/russia/airports.php
DLS,KDLS,Columbia Gorge Regional,United States of America,Dallesport / The Dalles,https://www.worlddata.info/america/usa/airports.php
DLU,ZPDL,Dali Fengyi,China,Dali (Xiaguan),https://www.worlddata.info/asia/china/airports.php
DLV,YDLV,Delissaville,Australia,,https://www.worlddata.info/oceania/australia/airports.php
DLY,NVVD,Dillon's Bay,Vanuatu,Dillon's Bay,https://www.worlddata.info/oceania/vanuatu/airports.php
DLZ,ZMDZ,Dalanzadgad,Mongolia,Dalanzadgad,https://www.worlddata.info/asia/mongolia/airports.php
DMA,KDMA,Davis Monthan Air Force Base,United States of America,Tucson,https://www.worlddata.info/america/usa/airports.php
DMB,UADD,Taraz Intl,Kazakhstan,Taraz,https://www.worlddata.info/asia/kazakhstan/airports.php
DMD,YDMG,Doomadgee,Australia,,https://www.worlddata.info/oceania/australia/airports.php
DME,UUDD,Domodedovo Intl,Russia,Moscow,https://www.worlddata.info/europe/russia/airports.php
DMK,VTBD,Don Mueang Intl,Thailand,Bangkok,https://www.worlddata.info/asia/thailand/airports.php
DMM,OEDF,King Fahd Intl,Saudi Arabia,Ad Dammam,https://www.worlddata.info/asia/saudi-arabia/airports.php
DMN,KDMN,Deming Mun,United States of America,Deming,https://www.worlddata.info/america/usa/airports.php
DMO,KDMO,Sedalia Memorial,United States of America,Sedalia,https://www.worlddata.info/america/usa/airports.php
DMT,SWDM,Diamantino,Brazil,Diamantino,https://www.worlddata.info/america/brazil/airports.php
DMU,VEMR,Dimapur,India,Dimapur,https://www.worlddata.info/asia/india/airports.php
DNB,YDBR,Dunbar,Australia,Maramie,https://www.worlddata.info/oceania/australia/airports.php
DND,EGPN,Dundee,United Kingdom,Dundee,https://www.worlddata.info/europe/united-kingdom/airports.php
DNG,YDGN,Doongan,Australia,Drysdale River,https://www.worlddata.info/oceania/australia/airports.php
DNH,ZLDH,Dunhuang Mogao Intl,China,Dunhuang,https://www.worlddata.info/asia/china/airports.php
DNK,UKDD,Dnipro Intl,Ukraine,Dnipro,https://www.worlddata.info/europe/ukraine/airports.php
DNL,KDNL,Daniel Field,United States of America,Augusta,https://www.worlddata.info/america/usa/airports.php
DNN,KDNN,Dalton Mun,United States of America,Dalton,https://www.worlddata.info/america/usa/airports.php
DNO,SWDN,Dianópolis,Brazil,Dianópolis,https://www.worlddata.info/america/brazil/airports.php
DNP,VNDG,Tulsipur,Nepal,Dang,https://www.worlddata.info/asia/nepal/airports.php
DNQ,YDLQ,Deniliquin,Australia,Deniliquin,https://www.worlddata.info/oceania/australia/airports.php
DNR,LFRD,Dinard Pleurtuit Saint-Malo,France,Dinard,https://www.worlddata.info/europe/france/airports.php
DNS,KDNS,Denison Mun,United States of America,Denison,https://www.worlddata.info/america/usa/airports.php
DNU,AYDN,Dinangat,Papua New Guinea,Dinangat,https://www.worlddata.info/oceania/papua-new-guinea/airports.php
DNV,KDNV,Vermilion Regional,United States of America,Danville,https://www.worlddata.info/america/usa/airports.php
DNX,HSGG,Galegu,Sudan,Dinder,https://www.worlddata.info/africa/sudan/airports.php
DNZ,LTAY,Çardak,Turkey,Denizli,https://www.worlddata.info/asia/turkey/airports.php
DOA,,Doany,Madagascar,Doany,https://www.worlddata.info/africa/madagascar/airports.php
DOB,WAPD,Rar Gwamar,Indonesia,Dobo-Warmar Island,https://www.worlddata.info/asia/indonesia/airports.php
DOC,,Dornoch Airfield,United Kingdom,"Dornoch, Sunderland",https://www.worlddata.info/europe/united-kingdom/airports.php
DOD,HTDO,Dodoma,Tanzania,Dodoma,https://www.worlddata.info/africa/tanzania/airports.php
DOE,,Djumu-Djomoe,Suriname,Djumu-Djomoe,https://www.worlddata.info/america/suriname/airports.php
DOG,HSDN,Dongola,Sudan,Dongola,https://www.worlddata.info/africa/sudan/airports.php
DOH,OTHH,Hamad Intl,Qatar,Doha,https://www.worlddata.info/asia/qatar/airports.php
DOI,AYDO,Doini,Papua New Guinea,Castori Islets,https://www.worlddata.info/oceania/papua-new-guinea/airports.php
DOL,LFRG,Deauville Normandie,France,Deauville,https://www.worlddata.info/europe/france/airports.php
DOM,TDPD,Douglas-Charles,Dominica,Marigot,https://www.worlddata.info/america/dominica/airports.php
DON,,Dos Lagunas,Guatemala,Dos Lagunas,https://www.worlddata.info/america/guatemala/airports.php
DOO,,Dorobisoro,Papua New Guinea,Dorobisoro,https://www.worlddata.info/oceania/papua-new-guinea/airports.php
DOP,VNDP,Dolpa,Nepal,Dolpa,https://www.worlddata.info/asia/nepal/airports.php
DOR,DFEE,Dori,Burkina Faso,Dori,https://www.worlddata.info/africa/burkina-faso/airports.php
DOU,SSDO,Dourados,Brazil,Dourados,https://www.worlddata.info/america/brazil/airports.php
DOV,KDOV,Dover Civil Air Terminal/Dover Air Force Base,United States of America,Dover,https://www.worlddata.info/america/usa/airports.php
DOX,YDRA,Dongara,Australia,Port Denison,https://www.worlddata.info/oceania/australia/airports.php
DOY,ZSDY,Dongying Shengli,China,Dongying (Kenli),https://www.worlddata.info/asia/china/airports.php
DPA,KDPA,Dupage,United States of America,Chicago/West Chicago,https://www.worlddata.info/america/usa/airports.php
DPB,SCBI,Pampa Guanaco,Chile,Bahia Inutil,https://www.worlddata.info/america/chile/airports.php
DPE,LFAB,Dieppe-Saint-Aubin,France,Saint-Aubin-sur-Scie,https://www.worlddata.info/europe/france/airports.php
DPG,KDPG,Michael AAF (Dugway Proving Ground),United States of America,Dugway Proving Ground,https://www.worlddata.info/america/usa/airports.php
DPL,RPMG,Dipolog,Philippines,Dipolog,https://www.worlddata.info/asia/philippines/airports.php
DPO,YDPO,Devonport,Australia,Devonport,https://www.worlddata.info/oceania/australia/airports.php
DPS,WADD,Denpasar I Gusti Ngurah Rai Intl,Indonesia,"Kuta, Badung",https://www.worlddata.info/asia/indonesia/airports.php
DPT,,Deputatskiy,Russia,Deputatskiy,https://www.worlddata.info/europe/russia/airports.php
DQA,ZYDQ,Daqing Sartu,China,Daqing,https://www.worlddata.info/asia/china/airports.php
DQM,,Duqm Intl,Oman,Duqm,https://www.worlddata.info/asia/oman/airports.php
DRA,KDRA,Desert Rock,United States of America,Mercury,https://www.worlddata.info/america/usa/airports.php
DRB,YDBY,Derby,Australia,Derby,https://www.worlddata.info/oceania/australia/airports.php
DRC,,Dirico,Angola,Dirico,https://www.worlddata.info/africa/angola/airports.php
DRD,YDOR,Dorunda,Australia,Dorunda Outstation,https://www.worlddata.info/oceania/australia/airports.php
DRE,KDRM,Drummond Island,United States of America,Drummond Island,https://www.worlddata.info/america/usa/airports.php
DRF,,Drift River,United States of America,Kenai,https://www.worlddata.info/america/usa/airports.php
DRG,PADE,Deering,United States of America,Deering,https://www.worlddata.info/america/usa/airports.php
DRH,,Dabra,Indonesia,Dabra,https://www.worlddata.info/asia/indonesia/airports.php
DRI,KDRI,Beauregard Regional,United States of America,DeRidder,https://www.worlddata.info/america/usa/airports.php
DRJ,SMDA,Drietabbetje,Suriname,Drietabbetje,https://www.worlddata.info/america/suriname/airports.php
DRK,MRDK,Drake Bay,Costa Rica,Puntarenas,https://www.worlddata.info/america/costa-rica/airports.php
DRN,YDBI,Dirranbandi,Australia,,https://www.worlddata.info/oceania/australia/airports.php
DRO,KDRO,Durango La Plata County,United States of America,Durango,https://www.worlddata.info/america/usa/airports.php
DRP,RPLK,Bicol Intl,Philippines,Legazpi,https://www.worlddata.info/asia/philippines/airports.php
DRR,YDRI,Durrie,Australia,,https://www.worlddata.info/oceania/australia/airports.php
DRS,EDDC,Dresden,Germany,Dresden,https://www.worlddata.info/europe/germany/airports.php
DRT,KDRT,Del Rio Intl,United States of America,Del Rio,https://www.worlddata.info/america/usa/airports.php
DRU,,Drummond,United States of America,Drummond,https://www.worlddata.info/america/usa/airports.php
DRV,VRMD,Dharavandhoo,Maldives,Baa Atoll,https://www.worlddata.info/asia/maldives/airports.php
DRW,YPDN,Darwin Intl / RAAF Darwin,Australia,Darwin,https://www.worlddata.info/oceania/australia/airports.php
DRY,YDRD,Drysdale River,Australia,Drysdale River,https://www.worlddata.info/oceania/australia/airports.php
DSC,FKKS,Dschang,Cameroon,Dschang,https://www.worlddata.info/africa/cameroon/airports.php
DSD,TFFA,La Désirade,Guadeloupe,Grande Anse,https://www.worlddata.info/america/guadeloupe/airports.php
DSE,HADC,Kombolcha,Ethiopia,Dessie,https://www.worlddata.info/africa/ethiopia/airports.php
DSG,,Dilasag,Philippines,Dilasag,https://www.worlddata.info/asia/philippines/airports.php
DSI,KDTS,Destin Executive,United States of America,Destin,https://www.worlddata.info/america/usa/airports.php
DSK,OPDI,Dera Ismael Khan [IN-ACTIVE],Pakistan,Dera Ismael Khan,https://www.worlddata.info/asia/pakistan/airports.php
DSM,KDSM,Des Moines Intl,United States of America,Des Moines,https://www.worlddata.info/america/usa/airports.php
DSN,ZBDS,Ordos Ejin Horo Intl,China,Ordos,https://www.worlddata.info/asia/china/airports.php
DSO,ZKSD,Sondok,North Korea,Sŏndŏng-ni,https://www.worlddata.info/asia/north-korea/airports.php
DSS,GOBD,Blaise Diagne Intl,Senegal,Dakar,https://www.worlddata.info/africa/senegal/airports.php
DSV,KDSV,Dansville Mun,United States of America,Dansville,https://www.worlddata.info/america/usa/airports.php
DSX,,Dongsha Island (Pratas Island),Taiwan,Kaohsiung (Cijin - Pratas Island),https://www.worlddata.info/asia/taiwan/airports.php
DSY,,Dara Sakor Intl,Cambodia,Ta Noun,https://www.worlddata.info/asia/cambodia/airports.php
DTA,KDTA,Delta Mun,United States of America,Delta,https://www.worlddata.info/america/usa/airports.php
DTB,WIMN,Silangit,Indonesia,Siborong-Borong,https://www.worlddata.info/asia/indonesia/airports.php
DTD,WALJ,Datadawai,Indonesia,Datadawai-Borneo Island,https://www.worlddata.info/asia/indonesia/airports.php
DTE,RPUD,Daet,Philippines,Daet,https://www.worlddata.info/asia/philippines/airports.php
DTH,,Furnace Creek,United States of America,Death Valley,https://www.worlddata.info/america/usa/airports.php
DTI,SNDT,Diamantina,Brazil,Diamantina,https://www.worlddata.info/america/brazil/airports.php
DTL,KDTL,Detroit Lakes,United States of America,Detroit Lakes,https://www.worlddata.info/america/usa/airports.php
DTM,EDLW,Dortmund,Germany,Dortmund,https://www.worlddata.info/europe/germany/airports.php
DTN,KDTN,Shreveport Downtown,United States of America,Shreveport,https://www.worlddata.info/america/usa/airports.php
DTR,,Decatur Shores,United States of America,Decatur,https://www.worlddata.info/america/usa/airports.php
DTU,ZYDU,Wudalianchi Dedu,China,Heihe,https://www.worlddata.info/asia/china/airports.php
DTW,KDTW,Detroit Metropolitan Wayne County,United States of America,Detroit,https://www.worlddata.info/america/usa/airports.php
DUA,KDUA,Durant Regional - Eaker Field,United States of America,Durant,https://www.worlddata.info/america/usa/airports.php
DUB,EIDW,Dublin,Ireland,Dublin,https://www.worlddata.info/europe/ireland/airports.php
DUC,KDUC,Halliburton Field,United States of America,Duncan,https://www.worlddata.info/america/usa/airports.php
DUD,NZDN,Dunedin Intl,New Zealand,Dunedin,https://www.worlddata.info/oceania/new-zealand/airports.php
DUE,FNDU,Dundo,Angola,Chitato,https://www.worlddata.info/africa/angola/airports.php
DUF,,Pine Island,United States of America,Corolla,https://www.worlddata.info/america/usa/airports.php
DUG,KDUG,Bisbee Douglas Intl,United States of America,Douglas Bisbee,https://www.worlddata.info/america/usa/airports.php
DUJ,KDUJ,DuBois Regional,United States of America,Dubois,https://www.worlddata.info/america/usa/airports.php
